timestamp,device_id,device_type,cpu_usage,memory_usage,network_in_kb,network_out_kb,packet_rate,avg_response_time_ms,service_access_count,failed_auth_attempts,is_encrypted,geo_location_variation,hour,dayofweek,total_traffic_kb,in_out_ratio,packet_rate_per_kb
2025-06-20 12:51:55.452400,thermostat_38,thermostat,66.74,75.54,77,849,372,419.92,2,7,0,18.19,12,4,926,0.09069493521779659,0.4017278617706245
2025-06-20 12:51:56.452400,smart_light_37,smart,19.92,16.7,526,1492,635,32.69,3,3,1,2.98,12,4,2018,0.35254691688984413,0.31466798810688074
2025-06-20 12:51:57.452400,sensor_1,sensor,10.08,48.62,577,923,220,418.91,4,10,0,9.66,12,4,1500,0.6251354279516521,0.14666666666656888
2025-06-20 12:51:59.452400,smart_light_31,smart,50.62,48.15,104,1176,605,340.41,7,1,1,11.21,12,4,1280,0.08843537414958466,0.47265624999963074
2025-06-20 12:52:00.452400,smart_light_46,smart,50.69,59.74,1351,961,789,250.53,6,7,1,3.6,12,4,2312,1.405827263265967,0.3412629757783991
2025-06-20 12:52:01.452400,smart_light_12,smart,49.08,21.17,705,106,578,157.63,8,9,1,7.53,12,4,811,6.65094339616367,0.712700369912808
2025-06-20 12:52:02.452400,camera_26,camera,83.42,45.47,1274,452,454,324.16,3,6,0,13.15,12,4,1726,2.8185840707902243,0.2630359212049461
2025-06-20 12:52:04.452400,thermostat_5,thermostat,82.38,38.1,557,1255,429,431.46,5,6,1,8.49,12,4,1812,0.4438247011948655,0.23675496688728656
2025-06-20 12:52:05.452400,sensor_10,sensor,32.33,19.49,793,494,253,101.44,4,3,1,11.12,12,4,1287,1.6052631578914873,0.19658119658104384
2025-06-20 12:52:06.452400,thermostat_26,thermostat,76.96,71.51,1284,868,561,454.47,3,1,0,2.91,12,4,2152,1.4792626728093556,0.2606877323418863
2025-06-20 12:52:08.452400,sensor_28,sensor,68.59,60.05,310,195,115,332.44,1,8,1,13.21,12,4,505,1.5897435897354373,0.22772277227677679
2025-06-20 12:52:09.452400,camera_23,camera,72.56,32.69,1121,256,960,131.39,5,8,0,19.61,12,4,1377,4.3789062499828955,0.6971677559907791
2025-06-20 12:52:10.452400,sensor_37,sensor,82.57,59.46,560,1053,462,72.24,8,8,0,17.43,12,4,1613,0.5318138651466935,0.28642281463094454
2025-06-20 12:52:12.452400,camera_36,camera,62.4,84.91,372,1379,308,306.37,4,5,0,8.86,12,4,1751,0.2697606961564396,0.17589948600789498
2025-06-20 12:52:13.452400,smart_light_35,smart,71.0,36.07,766,325,764,284.93,3,8,0,5.32,12,4,1091,2.356923076915825,0.7002749770846011
2025-06-20 12:52:15.452400,camera_29,camera,32.31,78.45,1082,627,469,234.26,8,9,1,3.51,12,4,1709,1.7256778309382366,0.2744294909302081
2025-06-20 12:52:16.452400,smart_light_36,smart,14.69,47.38,442,850,978,342.3,9,4,0,14.64,12,4,1292,0.5199999999993883,0.7569659442718599
2025-06-20 12:52:17.452400,thermostat_34,thermostat,16.07,76.7,306,1298,750,422.54,3,3,1,16.15,12,4,1604,0.23574730354373208,0.4675810473812546
2025-06-20 12:52:18.452400,sensor_9,sensor,58.83,16.14,1334,1316,574,237.26,4,7,1,12.05,12,4,2650,1.0136778115493816,0.2166037735848239
2025-06-20 12:52:19.452400,thermostat_12,thermostat,77.34,52.44,203,466,669,330.48,5,4,1,4.81,12,4,669,0.43562231759563175,0.9999999999985052
2025-06-20 12:52:20.452400,sensor_2,sensor,31.65,46.32,597,480,830,261.93,5,4,0,8.56,12,4,1077,1.2437499999974089,0.7706592386250969
2025-06-20 12:52:21.452400,camera_42,camera,64.47,23.17,1415,165,711,358.07,2,1,1,19.86,12,4,1580,8.575757575705602,0.4499999999997152
2025-06-20 12:52:22.452400,camera_49,camera,12.75,37.35,642,1206,34,287.37,2,5,1,11.45,12,4,1848,0.53233830845727,0.018398268398258442
2025-06-20 12:52:23.452400,camera_26,camera,61.71,12.56,110,136,853,464.8,4,6,0,17.5,12,4,246,0.8088235294058176,3.467479674782653
2025-06-20 12:52:24.452400,sensor_19,sensor,48.1,40.08,801,1187,227,164.83,8,0,0,18.32,12,4,1988,0.6748104465032225,0.11418511066392646
2025-06-20 12:52:25.452400,camera_47,camera,19.84,62.87,24,376,73,267.39,4,5,1,2.75,12,4,400,0.0638297872338728,0.18249999999954375
2025-06-20 12:52:26.452400,sensor_44,sensor,10.03,39.13,448,79,852,217.17,7,3,0,8.44,12,4,527,5.670886075877584,1.616698292217046
2025-06-20 12:52:27.452400,smart_light_7,smart,15.4,39.57,1330,21,895,335.23,9,2,1,18.32,12,4,1351,63.33333333031746,0.6624722427826333
2025-06-20 12:52:28.452400,sensor_42,sensor,79.52,12.81,427,568,701,331.35,2,1,1,14.74,12,4,995,0.7517605633789581,0.7045226130646186
2025-06-20 12:52:29.452400,sensor_14,sensor,22.45,44.23,872,1307,633,478.32,9,9,0,10.18,12,4,2179,0.6671767406268805,0.29050022946292314
2025-06-20 12:52:30.452400,sensor_5,sensor,14.12,12.12,1284,754,369,156.54,3,6,0,1.46,12,4,2038,1.7029177718810307,0.1810598626103135
2025-06-20 12:52:31.452400,smart_light_5,smart,34.24,58.36,583,1422,669,434.71,2,6,1,9.01,12,4,2005,0.4099859353021027,0.3336658354113049
2025-06-20 12:52:32.452400,camera_43,camera,13.32,77.13,228,1210,924,232.11,4,3,1,12.0,12,4,1438,0.18842975206595997,0.6425591098743794
2025-06-20 12:52:33.452400,smart_light_30,smart,69.23,58.42,11,1181,151,235.84,3,8,1,18.56,12,4,1192,0.009314140558840547,0.126677852348887
2025-06-20 12:52:36.452400,thermostat_8,thermostat,82.84,33.35,370,697,747,93.94,8,6,1,10.25,12,4,1067,0.530846484934676,0.7000937207116212
2025-06-20 12:52:37.452400,smart_light_48,smart,21.26,60.38,946,937,756,106.99,7,10,1,17.75,12,4,1883,1.0096051227310463,0.40148698884737044
2025-06-20 12:52:41.452400,smart_light_7,smart,29.65,24.34,618,557,51,225.31,9,8,1,9.34,12,4,1175,1.1095152603211678,0.043404255319111996
2025-06-20 12:52:43.452400,smart_light_20,smart,41.58,53.72,777,1118,718,41.87,2,4,0,4.3,12,4,1895,0.6949910554555501,0.378891820580275
2025-06-20 12:52:44.452400,camera_5,camera,57.81,77.14,494,1445,176,463.87,8,7,1,7.78,12,4,1939,0.3418685121104901,0.09076843733878764
2025-06-20 12:52:45.452400,sensor_42,sensor,26.5,39.35,328,846,576,388.73,5,0,0,6.9,12,4,1174,0.3877068557915039,0.49063032367930953
2025-06-20 12:52:46.452400,sensor_39,sensor,82.93,15.85,1215,620,185,77.77,2,2,0,2.44,12,4,1835,1.959677419351678,0.10081743869204315
2025-06-20 12:52:47.452400,camera_32,camera,46.71,36.23,541,243,661,311.74,9,2,1,3.35,12,4,784,2.226337448550509,0.8431122448968837
2025-06-20 12:52:49.452400,smart_light_29,smart,45.27,22.81,1458,532,306,264.95,3,8,0,5.46,12,4,1990,2.740601503754247,0.15376884422102827
2025-06-20 12:52:50.452400,smart_light_22,smart,87.3,29.59,912,65,158,30.6,5,8,0,9.83,12,4,977,14.030769230553371,0.16171954964159496
2025-06-20 12:52:51.452400,smart_light_47,smart,36.47,62.52,942,904,339,177.03,8,2,1,10.88,12,4,1846,1.0420353982289359,0.18364030335851375
2025-06-20 12:52:52.452400,sensor_43,sensor,31.78,50.74,407,286,285,321.87,5,6,1,3.29,12,4,693,1.4230769230719473,0.4112554112548178
2025-06-20 12:52:54.452400,camera_12,camera,67.4,42.29,1461,454,260,449.43,7,10,0,6.91,12,4,1915,3.2180616740017225,0.13577023498687427
2025-06-20 12:52:55.452400,smart_light_7,smart,28.54,23.35,477,197,149,392.78,1,8,0,8.79,12,4,674,2.421319796942024,0.22106824925783225
2025-06-20 12:52:56.452400,smart_light_40,smart,42.4,82.01,703,249,92,371.57,2,9,0,18.76,12,4,952,2.8232931726794246,0.09663865546208336
2025-06-20 12:52:57.452400,sensor_38,sensor,54.74,40.13,1029,306,385,36.04,8,7,1,8.51,12,4,1335,3.3627450980282263,0.2883895131083982
2025-06-20 12:52:58.452400,sensor_49,sensor,70.71,78.76,982,569,621,192.96,6,5,0,8.64,12,4,1551,1.7258347978880038,0.4003868471950997
2025-06-20 12:52:59.452400,smart_light_15,smart,21.99,68.51,749,293,892,429.54,6,1,1,19.41,12,4,1042,2.556313993165337,0.8560460652582955
2025-06-20 12:53:00.452400,camera_25,camera,84.17,77.28,208,448,413,419.32,8,6,1,15.03,12,4,656,0.46428571428467796,0.6295731707307476
2025-06-20 12:53:01.452400,camera_28,camera,47.79,22.14,62,1051,994,185.83,6,1,1,16.21,12,4,1113,0.05899143672687061,0.8930817610054869
2025-06-20 12:53:02.452400,camera_4,camera,24.92,72.22,941,859,763,135.66,6,5,0,4.81,12,4,1800,1.0954598370185151,0.4238888888886534
2025-06-20 12:53:03.452400,sensor_33,sensor,24.36,56.75,411,1074,516,353.58,9,2,1,2.76,12,4,1485,0.38268156424545374,0.3474747474745135
2025-06-20 12:53:04.452400,camera_15,camera,15.34,39.99,1077,1330,39,400.62,1,3,0,11.61,12,4,2407,0.8097744360896167,0.016202742002485997
2025-06-20 12:53:06.452400,thermostat_50,thermostat,48.45,29.67,927,659,859,23.83,9,2,0,1.33,12,4,1586,1.4066767830024178,0.5416141235809953
2025-06-20 12:53:07.452400,camera_1,camera,52.97,62.3,829,458,856,226.6,3,0,1,15.37,12,4,1287,1.8100436681183187,0.6651126651121483
2025-06-20 12:53:09.452400,thermostat_32,thermostat,74.6,20.07,321,61,834,304.86,2,3,1,19.4,12,4,382,5.262295081880946,2.183246073292714
2025-06-20 12:53:10.452400,thermostat_14,thermostat,68.94,62.91,407,476,669,304.9,6,9,1,17.58,12,4,883,0.8550420168049264,0.7576443941101273
2025-06-20 12:53:11.452400,thermostat_28,thermostat,22.83,18.73,851,755,405,454.26,6,7,0,11.35,12,4,1606,1.1271523178793017,0.25217932752163624
2025-06-20 12:53:12.452400,camera_42,camera,39.31,35.81,1481,938,825,234.78,2,3,0,6.5,12,4,2419,1.5788912579940524,0.34105002066955725
2025-06-20 12:53:13.452400,camera_41,camera,37.69,52.37,240,586,105,258.33,9,3,0,6.78,12,4,826,0.40955631399247516,0.12711864406764273
2025-06-20 12:53:14.452400,smart_light_21,smart,13.98,55.66,955,724,399,448.48,9,2,1,13.46,12,4,1679,1.319060773478841,0.2376414532458382
2025-06-20 12:53:15.452400,thermostat_9,thermostat,50.1,15.07,458,434,62,424.81,8,10,0,18.25,12,4,892,1.0552995391680753,0.06950672645732119
2025-06-20 12:53:16.452400,smart_light_33,smart,69.34,63.29,721,1287,512,34.23,6,8,0,7.81,12,4,2008,0.560217560217125,0.25498007968114794
2025-06-20 12:53:17.452400,sensor_8,sensor,51.7,43.05,750,171,19,183.29,3,3,0,5.0,12,4,921,4.385964912255053,0.020629750271421683
2025-06-20 12:53:18.452400,thermostat_9,thermostat,84.97,71.42,29,22,778,492.73,5,10,1,8.66,12,4,51,1.3181818181219007,15.2549019604852
2025-06-20 12:53:19.452400,camera_9,camera,32.07,60.0,712,259,483,200.66,9,9,0,15.43,12,4,971,2.749034749024135,0.4974253347059759
2025-06-20 12:53:20.452400,sensor_17,sensor,66.1,34.54,218,1298,346,304.62,6,3,0,18.56,12,4,1516,0.1679506933742928,0.22823218997346423
2025-06-20 12:53:21.452400,thermostat_2,thermostat,23.74,67.87,699,270,836,413.67,1,0,0,14.19,12,4,969,2.5888888888793007,0.8627450980383253
2025-06-20 12:53:22.452400,smart_light_30,smart,22.28,55.78,969,1001,124,307.19,1,3,1,14.91,12,4,1970,0.968031968031001,0.06294416243651627
2025-06-20 12:53:24.452400,thermostat_11,thermostat,33.13,24.53,1372,1260,661,187.7,5,10,1,11.16,12,4,2632,1.0888888888880246,0.25113981762908394
2025-06-20 12:53:25.452400,smart_light_28,smart,16.89,82.92,146,1085,495,384.74,3,4,1,7.9,12,4,1231,0.1345622119814428,0.402112103980177
2025-06-20 12:53:26.452400,smart_light_48,smart,52.04,19.06,1279,1487,420,200.87,6,3,0,13.77,12,4,2766,0.8601210490915534,0.15184381778736375
2025-06-20 12:53:27.452400,sensor_19,sensor,79.49,37.97,1149,367,682,244.04,6,9,1,7.6,12,4,1516,3.130790190727164,0.4498680738783312
2025-06-20 12:53:28.452400,smart_light_23,smart,33.55,46.45,1343,1015,613,365.54,7,1,0,5.89,12,4,2358,1.3231527093583024,0.25996607294306195
2025-06-20 12:53:29.452400,thermostat_49,thermostat,28.62,48.18,230,717,694,23.56,2,10,0,19.24,12,4,947,0.3207810320776558,0.7328405491016549
2025-06-20 12:53:30.452400,thermostat_30,thermostat,84.24,41.34,889,241,334,400.61,8,10,0,8.11,12,4,1130,3.688796680482619,0.29557522123867647
2025-06-20 12:53:31.452400,camera_44,camera,34.88,61.13,1079,1475,698,135.28,1,10,0,5.15,12,4,2554,0.7315254237283176,0.2732967893499321
2025-06-20 12:53:32.452400,camera_34,camera,28.13,16.96,672,439,925,213.88,8,10,1,6.13,12,4,1111,1.530751708424759,0.8325832583250832
2025-06-20 12:53:33.452400,sensor_8,sensor,76.52,44.09,58,735,230,167.57,7,3,1,10.59,12,4,793,0.07891156462574297,0.29003783102107183
2025-06-20 12:53:34.452400,sensor_30,sensor,81.09,80.2,1039,1296,199,58.05,3,2,0,6.51,12,4,2335,0.801697530863579,0.08522483940039177
2025-06-20 12:53:35.452400,smart_light_32,smart,63.21,73.03,452,642,109,218.12,2,3,0,7.65,12,4,1094,0.7040498442356635,0.09963436928692904
2025-06-20 12:53:36.452400,smart_light_45,smart,31.31,70.65,16,514,969,345.92,7,9,0,17.2,12,4,530,0.03112840466920014,1.8283018867890033
2025-06-20 12:53:39.452400,smart_light_43,smart,30.36,13.47,456,50,827,118.06,9,2,1,17.72,12,4,506,9.119999999817601,1.6343873517754262
2025-06-20 12:53:40.452400,smart_light_19,smart,63.18,74.69,1318,1166,510,476.02,8,9,0,2.54,12,4,2484,1.1303602058309346,0.2053140096617531
2025-06-20 12:53:42.452400,sensor_16,sensor,73.01,62.0,178,532,737,181.71,6,4,1,19.23,12,4,710,0.3345864661647846,1.0380281690126225
2025-06-20 12:53:43.452400,thermostat_33,thermostat,16.39,24.27,726,1110,333,76.38,3,2,1,12.89,12,4,1836,0.6540540540534648,0.18137254901950906
2025-06-20 12:53:45.452400,sensor_32,sensor,47.8,28.16,824,1261,386,340.99,1,2,1,18.73,12,4,2085,0.6534496431398465,0.18513189448432368
2025-06-20 12:53:47.452400,smart_light_10,smart,39.92,47.97,1410,232,553,47.93,5,5,1,7.94,12,4,1642,6.077586206870356,0.33678440925679853
2025-06-20 12:53:48.452400,sensor_29,sensor,23.14,22.3,680,198,298,54.18,3,2,0,10.67,12,4,878,3.4343434343260895,0.3394077448743287
2025-06-20 12:53:49.452400,smart_light_30,smart,69.51,72.28,513,1408,244,58.68,9,10,1,10.8,12,4,1921,0.36434659090883215,0.12701717855277095
2025-06-20 12:53:50.452400,thermostat_3,thermostat,38.11,77.36,1165,1250,295,439.27,6,5,1,14.76,12,4,2415,0.9319999999992544,0.12215320910968026
2025-06-20 12:53:51.452400,sensor_38,sensor,34.99,28.38,618,867,667,259.02,7,9,0,14.17,12,4,1485,0.7128027681652678,0.4491582491579467
2025-06-20 12:53:52.452400,camera_40,camera,63.29,28.83,675,1150,887,260.56,9,1,1,3.49,12,4,1825,0.58695652173862,0.48602739726000765
2025-06-20 12:53:53.452400,thermostat_24,thermostat,27.95,44.56,768,642,433,253.88,3,4,1,2.62,12,4,1410,1.1962616822411274,0.3070921985813425
2025-06-20 12:53:54.452400,thermostat_50,thermostat,86.49,69.62,1224,553,406,469.2,9,7,1,18.85,12,4,1777,2.2133815551497045,0.2284749577939063
2025-06-20 12:53:56.452400,smart_light_45,smart,29.45,58.63,1220,558,180,184.68,5,4,0,13.29,12,4,1778,2.186379928311494,0.10123734533177658
2025-06-20 12:53:58.452400,smart_light_7,smart,24.62,72.86,688,321,990,102.59,9,0,0,0.01,12,4,1009,2.143302180678681,0.9811694747264805
2025-06-20 12:53:59.452400,thermostat_17,thermostat,45.03,12.24,1369,197,674,322.99,8,7,0,14.94,12,4,1566,6.949238578644928,0.430395913154259
2025-06-20 12:54:01.452400,thermostat_5,thermostat,11.35,27.13,1045,767,536,219.85,2,8,0,3.32,12,4,1812,1.3624511082120438,0.29580573951418554
2025-06-20 12:54:02.452400,camera_22,camera,33.56,45.12,1237,675,898,77.85,3,4,0,1.41,12,4,1912,1.8325925925898776,0.46966527196628155
2025-06-20 12:54:03.452400,thermostat_40,thermostat,50.8,16.75,1195,69,478,221.89,2,3,0,11.74,12,4,1264,17.318840579459145,0.37816455696172613
2025-06-20 12:54:04.452400,thermostat_33,thermostat,40.89,24.85,1241,994,17,260.9,3,10,0,18.3,12,4,2235,1.2484909456727882,0.007606263982099505
2025-06-20 12:54:05.452400,smart_light_29,smart,68.05,55.87,142,1396,148,236.36,7,0,0,9.9,12,4,1538,0.10171919770766352,0.09622886866053561
2025-06-20 12:54:07.452400,sensor_5,sensor,72.93,58.95,761,688,113,274.93,2,6,0,13.12,12,4,1449,1.106104651161183,0.07798481711519809
2025-06-20 12:54:08.452400,sensor_2,sensor,57.58,31.79,378,719,514,403.0,3,7,1,8.07,12,4,1097,0.5257301808059448,0.46855059252464126
2025-06-20 12:54:09.452400,sensor_37,sensor,37.46,39.56,854,840,364,309.17,6,3,0,10.54,12,4,1694,1.0166666666654565,0.2148760330577244
2025-06-20 12:54:10.452400,sensor_23,sensor,46.19,15.85,816,1071,219,393.36,6,9,1,4.75,12,4,1887,0.7619047619040505,0.11605723370423103
2025-06-20 12:54:11.452400,camera_20,camera,23.04,28.41,1141,383,684,281.99,5,0,0,17.05,12,4,1524,2.9791122715326916,0.44881889763750077
2025-06-20 12:54:12.452400,sensor_8,sensor,79.98,50.27,107,250,948,84.65,8,0,0,10.81,12,4,357,0.427999999998288,2.6554621848665114
2025-06-20 12:54:13.452400,camera_50,camera,19.12,78.96,1392,926,391,311.6,6,6,0,12.44,12,4,2318,1.503239740819111,0.16867989646239487
2025-06-20 12:54:14.452400,camera_22,camera,68.67,15.04,162,431,352,326.25,2,4,0,10.82,12,4,593,0.3758700696046964,0.5935919055639232
